team1;team2;goals1;goals2;pen1;pen2;idx
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;0;4;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;0;4;ND;ND;32
Belgium;Morocco;2;1;ND;ND;33
Croatia;Canada;2;1;ND;ND;34
Croatia;Belgium;1;4;ND;ND;35
Canada;Morocco;2;0;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;1;2;ND;ND;41
Serbia;Switzerland;0;3;ND;ND;42
Portugal;Ghana;3;0;ND;ND;43
Uruguay;South_Korea;1;0;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;4;0;ND;ND;46
South_Korea;Portugal;1;1;ND;ND;47
Ghana;Uruguay;1;1;ND;ND;48
Netherlands;Wales;0;0;3;4;49
Argentina;Australia;2;0;ND;ND;50
Spain;Croatia;1;0;ND;ND;51
Brazil;South_Korea;1;0;ND;ND;52
Senegal;Iran;0;2;ND;ND;53
Poland;Denmark;0;1;ND;ND;54
Japan;Belgium;1;3;ND;ND;55
Switzerland;Portugal;0;1;ND;ND;56
Wales;Argentina;0;0;9;8;57
Spain;Brazil;0;0;4;5;58
Iran;Denmark;1;1;4;5;59
Belgium;Portugal;0;1;ND;ND;60
Wales;Brazil;0;4;ND;ND;61
Denmark;Portugal;0;1;ND;ND;62
Wales;Denmark;0;1;ND;ND;63
Brazil;Portugal;0;1;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;0;0;ND;ND;9
Wales;Iran;1;4;ND;ND;10
Wales;England;0;0;ND;ND;11
Iran;United_States;0;1;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;2;0;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;0;4;ND;ND;17
Saudi_Arabia;Mexico;0;3;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;4;ND;ND;23
Australia;Denmark;1;0;ND;ND;24
Spain;Costa_Rica;0;1;ND;ND;25
Germany;Japan;0;3;ND;ND;26
Spain;Germany;1;0;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;1;2;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;2;1;ND;ND;32
Belgium;Morocco;2;3;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;1;3;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;3;0;ND;ND;37
Switzerland;Cameroon;0;2;ND;ND;38
Brazil;Switzerland;0;0;ND;ND;39
Cameroon;Serbia;3;1;ND;ND;40
Cameroon;Brazil;0;5;ND;ND;41
Serbia;Switzerland;1;2;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;1;1;ND;ND;44
Portugal;Uruguay;2;4;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;2;1;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;Iran;2;0;ND;ND;49
Argentina;Australia;4;1;ND;ND;50
Spain;Belgium;0;3;ND;ND;51
Brazil;South_Korea;3;0;ND;ND;52
Senegal;United_States;2;1;ND;ND;53
Mexico;France;0;1;ND;ND;54
Costa_Rica;Morocco;2;2;4;2;55
Cameroon;Uruguay;0;2;ND;ND;56
Netherlands;Argentina;2;0;ND;ND;57
Belgium;Brazil;2;0;ND;ND;58
Senegal;France;0;1;ND;ND;59
Costa_Rica;Uruguay;2;1;ND;ND;60
Netherlands;Belgium;2;2;1;4;61
France;Costa_Rica;1;0;ND;ND;62
Netherlands;Costa_Rica;0;0;2;4;63
Belgium;France;3;0;ND;ND;64
Qatar;Ecuador;3;1;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;2;0;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;0;1;ND;ND;5
Ecuador;Senegal;2;1;ND;ND;6
England;Iran;2;2;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;0;0;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;2;0;ND;ND;11
Iran;United_States;0;2;ND;ND;12
Argentina;Saudi_Arabia;1;0;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;4;0;ND;ND;15
Poland;Saudi_Arabia;2;2;ND;ND;16
Poland;Argentina;1;5;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;4;2;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;2;0;ND;ND;23
Australia;Denmark;0;1;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;0;2;ND;ND;29
Costa_Rica;Germany;0;4;ND;ND;30
Belgium;Canada;4;0;ND;ND;31
Morocco;Croatia;1;3;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;3;0;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;1;2;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;4;0;ND;ND;39
Cameroon;Serbia;1;0;ND;ND;40
Cameroon;Brazil;0;0;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;2;0;ND;ND;44
Portugal;Uruguay;3;2;ND;ND;45
South_Korea;Ghana;2;3;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;1;3;ND;ND;48
Qatar;Wales;1;1;1;3;49
Argentina;Tunisia;1;0;ND;ND;50
Germany;Belgium;1;0;ND;ND;51
Brazil;Uruguay;3;2;ND;ND;52
Netherlands;United_States;2;2;3;4;53
Poland;Denmark;1;0;ND;ND;54
Spain;Croatia;1;1;1;3;55
Switzerland;Portugal;0;0;4;3;56
Wales;Argentina;0;0;6;5;57
Germany;Brazil;1;2;ND;ND;58
United_States;Poland;1;1;1;4;59
Croatia;Switzerland;1;1;5;4;60
Wales;Brazil;2;0;ND;ND;61
Poland;Croatia;1;2;ND;ND;62
Brazil;Poland;3;1;ND;ND;63
Wales;Croatia;1;1;2;4;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;1;2;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;2;0;ND;ND;7
United_States;Wales;2;1;ND;ND;8
England;United_States;1;0;ND;ND;9
Wales;Iran;3;3;ND;ND;10
Wales;England;2;3;ND;ND;11
Iran;United_States;0;1;ND;ND;12
Argentina;Saudi_Arabia;0;0;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;3;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;0;0;ND;ND;19
Denmark;Tunisia;4;1;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;2;2;ND;ND;22
Tunisia;France;0;4;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;2;0;ND;ND;26
Spain;Germany;0;0;ND;ND;27
Japan;Costa_Rica;3;2;ND;ND;28
Japan;Spain;2;0;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;3;4;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;0;4;ND;ND;35
Canada;Morocco;3;0;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;1;3;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;2;2;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Qatar;United_States;1;2;ND;ND;49
Argentina;Denmark;0;0;4;5;50
Germany;Croatia;1;2;ND;ND;51
Brazil;Portugal;3;0;ND;ND;52
Netherlands;England;1;0;ND;ND;53
Poland;France;1;1;3;4;54
Japan;Belgium;3;2;ND;ND;55
Serbia;Uruguay;1;0;ND;ND;56
United_States;Denmark;2;2;3;4;57
Croatia;Brazil;0;1;ND;ND;58
Netherlands;France;2;3;ND;ND;59
Japan;Serbia;1;0;ND;ND;60
Denmark;Brazil;0;2;ND;ND;61
France;Japan;0;0;4;2;62
Denmark;Japan;1;2;ND;ND;63
Brazil;France;2;1;ND;ND;64
Qatar;Ecuador;1;4;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;4;1;ND;ND;3
Netherlands;Ecuador;2;3;ND;ND;4
Netherlands;Qatar;1;1;ND;ND;5
Ecuador;Senegal;2;0;ND;ND;6
England;Iran;1;2;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;2;0;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;0;1;ND;ND;12
Argentina;Saudi_Arabia;0;1;ND;ND;13
Mexico;Poland;0;1;ND;ND;14
Argentina;Mexico;5;1;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;1;2;ND;ND;19
Denmark;Tunisia;0;2;ND;ND;20
France;Denmark;0;3;ND;ND;21
Tunisia;Australia;0;4;ND;ND;22
Tunisia;France;2;1;ND;ND;23
Australia;Denmark;1;3;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;1;0;ND;ND;28
Japan;Spain;2;3;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;1;4;ND;ND;35
Canada;Morocco;2;0;ND;ND;36
Brazil;Serbia;1;2;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;3;1;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;0;0;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;4;1;ND;ND;43
Uruguay;South_Korea;1;0;ND;ND;44
Portugal;Uruguay;1;1;ND;ND;45
South_Korea;Ghana;0;0;ND;ND;46
South_Korea;Portugal;2;3;ND;ND;47
Ghana;Uruguay;0;5;ND;ND;48
Ecuador;Iran;1;1;4;3;49
Argentina;Denmark;1;1;4;2;50
Spain;Canada;2;1;ND;ND;51
Serbia;Portugal;0;3;ND;ND;52
Qatar;England;3;2;ND;ND;53
Poland;Australia;2;1;ND;ND;54
Germany;Belgium;1;1;4;3;55
Brazil;Uruguay;2;1;ND;ND;56
Ecuador;Argentina;0;2;ND;ND;57
Spain;Portugal;1;0;ND;ND;58
Qatar;Poland;0;2;ND;ND;59
Germany;Brazil;0;1;ND;ND;60
Argentina;Spain;1;3;ND;ND;61
Poland;Brazil;0;4;ND;ND;62
Argentina;Poland;3;2;ND;ND;63
Spain;Brazil;2;1;ND;ND;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;0;3;ND;ND;2
Qatar;Senegal;3;1;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;3;0;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;2;0;ND;ND;7
United_States;Wales;0;3;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;4;3;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;1;0;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;0;1;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;2;1;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;4;3;ND;ND;27
Japan;Costa_Rica;0;0;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;1;0;ND;ND;30
Belgium;Canada;0;2;ND;ND;31
Morocco;Croatia;0;1;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;0;2;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;0;3;ND;ND;36
Brazil;Serbia;2;1;ND;ND;37
Switzerland;Cameroon;0;0;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;1;2;ND;ND;40
Cameroon;Brazil;0;5;ND;ND;41
Serbia;Switzerland;1;4;ND;ND;42
Portugal;Ghana;3;1;ND;ND;43
Uruguay;South_Korea;0;2;ND;ND;44
Portugal;Uruguay;0;2;ND;ND;45
South_Korea;Ghana;2;2;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;England;1;1;11;10;49
Argentina;Denmark;1;0;ND;ND;50
Spain;Canada;0;0;7;8;51
Brazil;Uruguay;1;1;2;4;52
Qatar;Wales;0;1;ND;ND;53
Mexico;France;0;3;ND;ND;54
Costa_Rica;Morocco;2;0;ND;ND;55
Switzerland;Portugal;2;0;ND;ND;56
Netherlands;Argentina;1;0;ND;ND;57
Canada;Uruguay;0;2;ND;ND;58
Wales;France;0;1;ND;ND;59
Costa_Rica;Switzerland;0;3;ND;ND;60
Netherlands;Uruguay;1;2;ND;ND;61
France;Switzerland;0;2;ND;ND;62
Netherlands;France;1;0;ND;ND;63
Uruguay;Switzerland;1;0;ND;ND;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;0;0;ND;ND;4
Netherlands;Qatar;3;0;ND;ND;5
Ecuador;Senegal;2;1;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;1;2;ND;ND;8
England;United_States;3;2;ND;ND;9
Wales;Iran;1;2;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;1;0;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;3;3;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;1;1;ND;ND;17
Saudi_Arabia;Mexico;3;1;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;5;3;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;1;4;ND;ND;23
Australia;Denmark;1;3;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;0;2;ND;ND;27
Japan;Costa_Rica;1;1;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;0;0;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;3;1;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;0;2;ND;ND;35
Canada;Morocco;0;1;ND;ND;36
Brazil;Serbia;4;0;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;4;1;ND;ND;39
Cameroon;Serbia;1;4;ND;ND;40
Cameroon;Brazil;1;4;ND;ND;41
Serbia;Switzerland;1;0;ND;ND;42
Portugal;Ghana;0;0;ND;ND;43
Uruguay;South_Korea;0;2;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;0;2;ND;ND;47
Ghana;Uruguay;0;2;ND;ND;48
Netherlands;England;1;2;ND;ND;49
Saudi_Arabia;France;0;1;ND;ND;50
Germany;Croatia;1;1;2;4;51
Brazil;South_Korea;0;1;ND;ND;52
Qatar;Iran;3;3;4;3;53
Argentina;Denmark;1;2;ND;ND;54
Spain;Belgium;0;0;5;3;55
Serbia;Portugal;2;1;ND;ND;56
England;France;1;1;4;5;57
Croatia;South_Korea;1;0;ND;ND;58
Qatar;Denmark;2;3;ND;ND;59
Spain;Serbia;2;1;ND;ND;60
France;Croatia;0;1;ND;ND;61
Denmark;Spain;1;0;ND;ND;62
France;Spain;0;2;ND;ND;63
Croatia;Denmark;1;2;ND;ND;64
Qatar;Ecuador;0;4;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;2;1;ND;ND;4
Netherlands;Qatar;1;1;ND;ND;5
Ecuador;Senegal;2;0;ND;ND;6
England;Iran;3;1;ND;ND;7
United_States;Wales;3;1;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;2;0;ND;ND;12
Argentina;Saudi_Arabia;2;1;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;1;2;ND;ND;18
France;Australia;0;0;ND;ND;19
Denmark;Tunisia;3;1;ND;ND;20
France;Denmark;1;2;ND;ND;21
Tunisia;Australia;2;2;ND;ND;22
Tunisia;France;2;1;ND;ND;23
Australia;Denmark;1;0;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;2;2;ND;ND;26
Spain;Germany;1;2;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;0;0;ND;ND;29
Costa_Rica;Germany;2;2;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;2;1;ND;ND;32
Belgium;Morocco;4;3;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;1;1;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;0;0;ND;ND;38
Brazil;Switzerland;3;0;ND;ND;39
Cameroon;Serbia;0;5;ND;ND;40
Cameroon;Brazil;1;4;ND;ND;41
Serbia;Switzerland;2;1;ND;ND;42
Portugal;Ghana;3;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;4;0;ND;ND;46
South_Korea;Portugal;3;2;ND;ND;47
Ghana;Uruguay;1;3;ND;ND;48
Netherlands;Iran;2;1;ND;ND;49
Argentina;Australia;1;1;4;5;50
Germany;Belgium;3;1;ND;ND;51
Brazil;Uruguay;3;0;ND;ND;52
Ecuador;England;0;0;5;6;53
Mexico;Denmark;0;1;ND;ND;54
Costa_Rica;Croatia;0;2;ND;ND;55
Serbia;South_Korea;1;0;ND;ND;56
Netherlands;Australia;2;0;ND;ND;57
Germany;Brazil;3;0;ND;ND;58
England;Denmark;0;2;ND;ND;59
Croatia;Serbia;2;1;ND;ND;60
Netherlands;Germany;3;1;ND;ND;61
Denmark;Croatia;1;3;ND;ND;62
Germany;Denmark;2;1;ND;ND;63
Netherlands;Croatia;1;0;ND;ND;64
Qatar;Ecuador;1;1;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;2;2;ND;ND;4
Netherlands;Qatar;2;2;ND;ND;5
Ecuador;Senegal;3;0;ND;ND;6
England;Iran;0;0;ND;ND;7
United_States;Wales;2;0;ND;ND;8
England;United_States;0;2;ND;ND;9
Wales;Iran;2;0;ND;ND;10
Wales;England;1;1;ND;ND;11
Iran;United_States;0;3;ND;ND;12
Argentina;Saudi_Arabia;1;1;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;1;2;ND;ND;16
Poland;Argentina;1;4;ND;ND;17
Saudi_Arabia;Mexico;2;1;ND;ND;18
France;Australia;4;2;ND;ND;19
Denmark;Tunisia;3;1;ND;ND;20
France;Denmark;2;2;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;3;2;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;2;2;ND;ND;26
Spain;Germany;2;0;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;2;3;ND;ND;29
Costa_Rica;Germany;0;0;ND;ND;30
Belgium;Canada;2;1;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;2;1;ND;ND;35
Canada;Morocco;2;0;ND;ND;36
Brazil;Serbia;1;1;ND;ND;37
Switzerland;Cameroon;3;1;ND;ND;38
Brazil;Switzerland;0;1;ND;ND;39
Cameroon;Serbia;1;3;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;2;0;ND;ND;43
Uruguay;South_Korea;0;1;ND;ND;44
Portugal;Uruguay;2;1;ND;ND;45
South_Korea;Ghana;0;0;ND;ND;46
South_Korea;Portugal;1;1;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Ecuador;Wales;1;1;4;5;49
Saudi_Arabia;France;0;1;ND;ND;50
Spain;Belgium;0;0;4;5;51
Switzerland;South_Korea;2;2;4;3;52
Senegal;United_States;2;0;ND;ND;53
Argentina;Denmark;3;0;ND;ND;54
Costa_Rica;Canada;0;1;ND;ND;55
Brazil;Portugal;1;3;ND;ND;56
Wales;France;0;1;ND;ND;57
Belgium;Switzerland;1;2;ND;ND;58
Senegal;Argentina;0;3;ND;ND;59
Canada;Portugal;0;0;2;3;60
France;Switzerland;2;2;8;7;61
Argentina;Portugal;0;0;3;4;62
Switzerland;Argentina;2;0;ND;ND;63
France;Portugal;2;2;4;5;64
Qatar;Ecuador;0;1;ND;ND;1
Senegal;Netherlands;1;2;ND;ND;2
Qatar;Senegal;1;1;ND;ND;3
Netherlands;Ecuador;0;0;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;2;1;ND;ND;6
England;Iran;3;1;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;4;1;ND;ND;9
Wales;Iran;3;0;ND;ND;10
Wales;England;0;1;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;2;2;ND;ND;13
Mexico;Poland;2;2;ND;ND;14
Argentina;Mexico;1;1;ND;ND;15
Poland;Saudi_Arabia;0;2;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;1;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;3;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;0;1;ND;ND;25
Germany;Japan;0;0;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;0;4;ND;ND;30
Belgium;Canada;2;0;ND;ND;31
Morocco;Croatia;0;1;ND;ND;32
Belgium;Morocco;3;0;ND;ND;33
Croatia;Canada;1;1;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;2;0;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;0;3;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;0;4;ND;ND;41
Serbia;Switzerland;1;3;ND;ND;42
Portugal;Ghana;3;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;4;2;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;1;3;ND;ND;48
Netherlands;Wales;2;0;ND;ND;49
Saudi_Arabia;Denmark;0;1;ND;ND;50
Costa_Rica;Croatia;2;4;ND;ND;51
Brazil;Uruguay;1;1;3;5;52
Ecuador;England;1;2;ND;ND;53
Argentina;France;2;1;ND;ND;54
Germany;Belgium;3;2;ND;ND;55
Switzerland;Portugal;2;0;ND;ND;56
Netherlands;Denmark;1;1;6;7;57
Croatia;Uruguay;0;0;2;4;58
England;Argentina;0;2;ND;ND;59
Germany;Switzerland;2;0;ND;ND;60
Denmark;Uruguay;2;0;ND;ND;61
Argentina;Germany;0;2;ND;ND;62
Uruguay;Argentina;1;0;ND;ND;63
Denmark;Germany;1;2;ND;ND;64
Qatar;Ecuador;1;2;ND;ND;1
Senegal;Netherlands;0;0;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;3;1;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;0;2;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;0;3;ND;ND;9
Wales;Iran;1;1;ND;ND;10
Wales;England;1;2;ND;ND;11
Iran;United_States;0;0;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;1;2;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;2;0;ND;ND;19
Denmark;Tunisia;0;1;ND;ND;20
France;Denmark;4;2;ND;ND;21
Tunisia;Australia;0;0;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;1;1;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;4;2;ND;ND;28
Japan;Spain;2;1;ND;ND;29
Costa_Rica;Germany;3;0;ND;ND;30
